,Unnamed: 0,Unnamed: 0.1,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,name,gender,publish_date,total_pronouns,female_mentions,male_mentions,total,male_skewness,male_skewness_log
6719,6719,6719,PG56843_text,Silanus the Christian,"Abbott, Edwin Abbott",1838.0,1926.0,['en'],23,"{'Christian fiction', 'Church history -- Primitive and early church, ca. 30-600 -- Fiction'}",edwin,M,1888,15811,61,3815,3876,62.540983606557376,4.135822079545246
6720,6720,6720,PG56846_text,"What Every Mother Should Know; or, How Six Little Children Were Taught The Truth","Sanger, Margaret",1879.0,1966.0,['en'],16,{'Sex instruction'},margaret,F,1929,1045,160,226,386,1.4125,0.345361184038459
6721,6721,6721,PG56849_text,Camp Fire Girls in War and Peace,"Hornibrook, Isabel",1859.0,1952.0,['en'],8,"{'World War, 1914-1918 -- Juvenile fiction', 'Camp Fire Girls -- Juvenile fiction'}",isabel,F,1909,5180,937,1005,1942,1.0725720384204909,0.07005953825475388
6722,6722,6722,PG56852_text,Time and Free Will: An Essay on the Immediate Data of Consciousness,"Bergson, Henri",1859.0,1941.0,['en'],249,"{'Free will and determinism', 'Space and time', 'Consciousness'}",henri,M,1909,5091,4,208,212,52.0,3.9512437185814275
6723,6723,6723,PG56858_text,Heart of Europe,"Cram, Ralph Adams",1863.0,1942.0,['en'],20,"{'Europe -- Description and travel', 'Art -- Europe', 'Europe -- History'}",ralph,M,1913,3830,166,572,738,3.4457831325301207,1.2371512030232545
6724,6724,6724,PG56865_text,"Early London: Prehistoric, Roman, Saxon and Norman","Besant, Walter",1836.0,1901.0,['en'],40,"{'London (England) -- History', 'Romans -- England -- London', 'Anglo-Saxons -- England -- London', 'London (England) -- Social life and customs', 'Normans -- England -- London'}",walter,M,1886,8403,190,1836,2026,9.663157894736843,2.26832049901995
6725,6725,6725,PG56868_text,"The Boy Traders; Or, The Sportsman's Club Among the Boers","Castlemon, Harry",1842.0,1915.0,['en'],5,"{'Voyages and travels -- Juvenile fiction', 'Ships -- Juvenile fiction', 'Afrikaners -- Juvenile fiction'}",harry,M,1892,8021,259,2301,2560,8.884169884169884,2.184271028335828
6726,6726,6726,PG56869_text,The Art of Being Happy: In a Series of Letters from a Father to His Children: with Observations and Comments,"Droz, Joseph",1773.0,1850.0,['en'],25,{'Happiness'},joseph,M,1823,8660,159,1395,1554,8.773584905660377,2.1717454920352344
6727,6727,6727,PG56872_text,"Minerva's Manoeuvres: The Cheerful Facts of a ""Return to Nature""","Loomis, Charles Battell",1861.0,1911.0,['en'],8,"{'Married people -- Fiction', 'Country life -- Fiction', 'Household employees -- Fiction', 'Humorous stories', 'New England -- Fiction'}",charles,M,1911,10818,1384,1423,2807,1.028179190751445,0.027789461912237447
6728,6728,6728,PG56876_text,New Amazonia: A Foretaste of the Future,"Corbett, George, Mrs.",1846.0,1930.0,['en'],32,"{'Feminism -- Fiction', 'Fantasy fiction', 'Women -- Fiction', 'Amazons -- Fiction'}",george,M,1896,4656,271,424,695,1.5645756457564575,0.4476146343522568
6729,6729,6729,PG56877_text,The eleventh hour in the life of Julia Ward Howe,"Elliott, Maud Howe",1854.0,1948.0,['en'],7,"{'Howe, Julia Ward, 1819-1910'}",maud,F,1904,1251,633,42,675,0.06635071090047394,-2.712800803860808
6730,6730,6730,PG56878_text,"First love, and other stories","Turgenev, Ivan Sergeevich",1818.0,1883.0,['en'],378,"{'Short stories, Russian -- Translations into English', 'Russian fiction -- Translations into English', 'Russia -- Social life and customs -- Fiction', 'Turgenev, Ivan Sergeevich, 1818-1883 -- Translations into English'}",ivan,M,1868,10750,1359,1801,3160,1.3252391464311994,0.28159293102481237
6731,6731,6731,PG5687_text,"The Water of Life, and Other Sermons","Kingsley, Charles",1819.0,1875.0,['en'],15,"{'Sermons, English -- 19th century', 'Church of England -- Sermons'}",charles,M,1869,6537,101,1354,1455,13.405940594059405,2.5956979366309607
6732,6732,6732,PG56883_text,"Balaam and His Master, and Other Sketches and Stories","Harris, Joel Chandler",1848.0,1908.0,['en'],13,"{'Short stories, American', 'United States -- Social life and customs -- 19th century -- Fiction'}",joel,M,1898,7600,644,2439,3083,3.7872670807453415,1.3316446721115667
6733,6733,6733,PG56889_text,The Blue Star,"Pratt, Fletcher",1897.0,1956.0,['en'],128,"{'Witches -- Fiction', 'Fantasy fiction', 'Science fiction', 'Magic -- Fiction'}",fletcher,M,1947,11645,1766,2837,4603,1.6064552661381652,0.474030053644946
6734,6734,6734,PG56891_text,"Helon's Pilgrimage to Jerusalem, Volume 2 (of 2): A picture of Judaism, in the century which preceded the advent of our Savior.","Strauss, Friedrich",1786.0,1863.0,['en'],7,{'Jews -- History -- To 70 A.D. -- Fiction'},friedrich,M,1836,6589,319,2207,2526,6.918495297805642,1.9341983034718917
6735,6735,6735,PG56893_text,"Nervous Ills, Their Cause and Cure","Sidis, Boris",1867.0,1923.0,['en'],34,"{'Neuroses', 'Nervous system -- Diseases'}",boris,M,1917,5470,626,1197,1823,1.9121405750798721,0.6482233344578746
6736,6736,6736,PG56894_text,Nancy Brandon's Mystery,"Garis, Lilian",1873.0,1954.0,['en'],16,"{'Character -- Juvenile fiction', 'Mystery and detective stories', 'Aversion -- Juvenile fiction', 'Interpersonal relations -- Juvenile fiction', 'Identity (Philosophical concept) -- Juvenile fiction'}",lilian,F,1923,6223,1884,234,2118,0.12420382165605096,-2.085831339778607
6737,6737,6737,PG56895_text,A Yankee Flier in the Far East,"Montgomery, Rutherford G. (Rutherford George)",1896.0,1985.0,['en'],8,"{'Fighter pilots -- Juvenile fiction', 'World War, 1939-1945 -- Juvenile fiction', 'Fighter plane combat -- Juvenile fiction', 'East Asia -- Juvenile fiction'}",rutherford,M,1946,4476,227,1742,1969,7.674008810572687,2.0378391399310454
6738,6738,6738,PG56896_text,Tom Thatcher's Fortune,"Alger, Horatio, Jr.",1832.0,1899.0,['en'],51,"{'Diligence -- Juvenile fiction', 'Fathers and sons -- Juvenile fiction', 'California -- History -- 19th century -- Juvenile fiction', 'Bildungsromans', 'Criminals -- Juvenile fiction', 'Gold mines and mining -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Sick -- Juvenile fiction', 'Success -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Physicians -- Juvenile fiction'}",horatio,M,1882,10018,223,2977,3200,13.349775784753364,2.591499589555658
6739,6739,6739,PG56903_text,Introduction to the scientific study of education,"Judd, Charles Hubbard",1873.0,1946.0,['en'],12,"{'Education', 'School management and organization'}",charles,M,1923,3737,52,637,689,12.25,2.505525936990736
6740,6740,6740,PG56906_text,Fénelon: The Mystic,"Mudge, James",1844.0,1918.0,['en'],52,"{'Fénelon, François de Salignac de La Mothe-, 1651-1715'}",james,M,1894,5662,316,2207,2523,6.984177215189874,1.9436471926698244
6741,6741,6741,PG56907_text,Pictures and Problems from London Police Courts,"Holmes, Thomas",1846.0,1918.0,['en'],29,"{'Crime -- England -- London', 'Poor -- England -- London'}",thomas,M,1896,11046,1709,2257,3966,1.320655354008192,0.27812809370194486
6742,6742,6742,PG56914_text,The Book of Elves and Fairies for Story-Telling and Reading Aloud and for the Children's Own Reading,"Olcott, Frances Jenkins",1872.0,1963.0,['en'],103,{'Fairy tales'},frances,F,1922,9757,2154,2309,4463,1.0719591457753017,0.06948795163816143
6743,6743,6743,PG56917_text,Addresses: by John A. Martin. Delivered in Kansas.,"Martin, John Alexander",1839.0,1889.0,['en'],10,{'Kansas'},john,M,1889,6572,162,875,1037,5.401234567901234,1.6866275511252302
6744,6744,6744,PG56921_text,"Pierrot, Dog of Belgium","Dyer, Walter A. (Walter Alden)",1878.0,1943.0,['en'],14,"{'World War, 1914-1918 -- Belgium -- Fiction', 'Dogs -- Fiction', 'Belgium -- Fiction', 'Dogs -- War use -- Fiction'}",walter,M,1928,1683,162,799,961,4.932098765432099,1.5957646105338907
6745,6745,6745,PG56928_text,"History of Frederick the Second, Called Frederick the Great.","Abbott, John S. C. (John Stevens Cabot)",1805.0,1877.0,['en'],83,"{'Prussia (Germany) -- History -- Frederick II, 1740-1786', 'Frederick II, King of Prussia, 1712-1786'}",john,M,1855,19078,1229,7498,8727,6.100895036615134,1.8084354877298225
6746,6746,6746,PG56929_text,Pictures of Hellas: Five Tales of Ancient Greece,"Mariager, Peder",1827.0,1894.0,['en'],19,"{'Short stories, Danish -- Translations into English', 'Greece -- Social life and customs -- Fiction'}",peder,M,1877,7785,1115,2815,3930,2.524663677130045,0.9261078566795716
6747,6747,6747,PG56931_text,Suffrage Songs and Verses,"Gilman, Charlotte Perkins",1860.0,1935.0,['en'],25,"{'Suffragists -- United States -- Songs and music -- Texts', 'Song texts', 'Women -- Suffrage -- United States -- Songs and music -- Texts'}",charlotte,F,1910,628,65,15,80,0.23076923076923078,-1.466337068793427
6748,6748,6748,PG56933_text,The Village Champion,"Stoddard, William O.",1835.0,1925.0,['en'],10,"{'Boys -- Juvenile fiction', 'Villages -- Juvenile fiction', 'New England -- Juvenile fiction'}",william,M,1885,8659,353,2533,2886,7.175637393767706,1.9706915930683786
6749,6749,6749,PG56934_text,The Venus of Milo: an archeological study of the goddess of womanhood,"Carus, Paul",1852.0,1919.0,['en'],40,"{'Venus (Roman deity)', 'Venus de Milo'}",paul,M,1902,1731,342,270,612,0.7894736842105263,-0.23638877806423036
6750,6750,6750,PG56940_text,Mycenæ: a narrative of researches and discoveries at Mycenæ and Tiryns,"Schliemann, Heinrich",1822.0,1890.0,['en'],41,"{'Tiryns (Extinct city)', 'Mycenae (Extinct city)'}",heinrich,M,1872,5564,155,683,838,4.406451612903226,1.4830697426515433
6751,6751,6751,PG56942_text,"Ancient, Curious, and Famous Wills","Harris, Virgil M. (Virgil McClure)",1862.0,1923.0,['en'],36,{'Wills'},virgil,M,1912,16565,1420,4314,5734,3.0380281690140847,1.1112086763537954
6752,6752,6752,PG56950_text,"Uncle Wiggily's Squirt Gun; Or, Jack Frost Icicle Maker: And, Uncle Wiggily's Queer Umbrellas, also, Uncle Wiggily's Lemonade Stand","Garis, Howard Roger",1873.0,1962.0,['en'],28,"{'Animals -- Juvenile fiction', ""Children's stories"", 'Uncle Wiggily (Fictitious character) -- Juvenile fiction'}",howard,M,1923,252,11,58,69,5.2727272727272725,1.6625477377480489
6753,6753,6753,PG56951_text,Battles of Destiny,"Shepperson, Isabel",1867.0,,['en'],13,{'Battles'},isabel,F,1917,2737,274,909,1183,3.3175182481751824,1.1992169877894086
6754,6754,6754,PG56957_text,"A history of the Irish poor law, in connexion with the condition of the people","Nicholls, George, Sir",1781.0,1865.0,['en'],30,{'Poor laws -- Ireland -- History'},george,M,1831,5320,40,467,507,11.675,2.4574498035549612
6755,6755,6755,PG56962_text,"Indian Sketches, Taken During an Expedition to the Pawnee and Other Tribes of American Indians (Vol. 1 of 2)","Irving, John Treat",1812.0,1906.0,['en'],25,"{'Pawnee Indians', 'Indians of North America -- Nebraska', 'Indians of North America -- Kansas'}",john,M,1862,3584,88,1313,1401,14.920454545454545,2.7027330598245896
6756,6756,6756,PG56966_text,"Motion Pictures, 1894-1912: Identified from the Records of the United States Copyright Office","Walls, Howard Lamarr",1912.0,,['en'],53,{'Motion pictures -- Catalogs'},howard,M,1962,830,119,277,396,2.327731092436975,0.8448940130758091
6757,6757,6757,PG56970_text,Mrs. Farrell,"Howells, William Dean",1837.0,1920.0,['en'],7,"{'Boardinghouses -- Fiction', 'Man-woman relationships -- Fiction', 'Farms -- Fiction', 'Widows -- Fiction', 'New England -- Social life and customs -- 19th century -- Fiction'}",william,M,1887,12349,2224,2094,4318,0.9415467625899281,-0.0602312639399908
6758,6758,6758,PG56971_text,Patroon van Volkenberg: A tale of old Manhattan in the year sixteen hundred & ninety-nine,"Stephenson, Henry Thew",1870.0,1957.0,['en'],10,"{'Manhattan (New York, N.Y.) -- Fiction', 'New York (N.Y.) -- History -- Colonial period, ca. 1600-1775 -- Fiction'}",henry,M,1920,14511,1415,2726,4141,1.9265017667844524,0.65570580217914
6759,6759,6759,PG56972_text,Light Ahead for the Negro,"Johnson, Edward A. (Edward Austin)",1860.0,1944.0,['en'],53,"{'United States -- Race relations', 'African Americans'}",edward,M,1910,2270,165,456,621,2.7636363636363637,1.0165473356138055
6760,6760,6760,PG56974_text,"A London Plane-Tree, and Other Verse","Levy, Amy",1861.0,1889.0,['en'],26,{'English poetry -- 19th century'},amy,F,1911,733,48,47,95,0.9791666666666666,-0.02105340919783238
6761,6761,6761,PG56979_text,"The Man from Mars: His Morals, Politics and Religion","Simpson, William",1828.0,1910.0,['en'],15,"{'Social problems', 'Utopias'}",william,M,1878,5162,81,421,502,5.197530864197531,1.6481836790099427
6762,6762,6762,PG56989_text,"Ornithological Biography, Volume 1 (of 5): An Account of the Habits of the Birds of the United States of America","Audubon, John James",1785.0,1851.0,['en'],39,{'Birds -- North America'},john,M,1835,13609,343,1536,1879,4.478134110787172,1.4992064665416776
6763,6763,6763,PG56993_text,Sermons for the Day,"Hoare, Edward",1812.0,1894.0,['en'],10,"{'Sermons, English -- 19th century', 'Church of England -- Sermons'}",edward,M,1862,1376,1,267,268,267.0,5.58724865840025
6764,6764,6764,PG56995_text,The Campaign of Waterloo: A Military History: Third Edition,"Ropes, John Codman",1836.0,1899.0,['en'],55,"{'Napoleon I, Emperor of the French, 1769-1821 -- Elba and the Hundred Days, 1814-1815', 'Waterloo, Battle of, Waterloo, Belgium, 1815'}",john,M,1886,7832,6,3755,3761,625.8333333333334,6.43908409497018
6765,6765,6765,PG57007_text,Foxhunting on the Lakeland Fells,"Clapham, Richard",1878.0,,['en'],14,"{'Hunting -- Great Britain', 'Fox hunting'}",richard,M,1928,1966,20,619,639,30.95,3.432372999130605
6766,6766,6766,PG5700_text,Love and Life: An Old Story in Eighteenth Century Costume,"Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,['en'],27,{'English fiction -- 19th century'},charlotte,F,1873,14098,3669,2279,5948,0.6211501771599891,-0.47618239510959776
6767,6767,6767,PG57022_text,"A Minor Poet, and Other Verse","Levy, Amy",1861.0,1889.0,['en'],19,{'English poetry -- 19th century'},amy,F,1911,1364,108,121,229,1.1203703703703705,0.11365931847252148
6768,6768,6768,PG5702_text,Masters of the Guild,"Lamprey, Louise",1869.0,1951.0,['en'],19,"{'Great Britain -- History -- Medieval period, 1066-1485 -- Juvenile fiction', 'Middle Ages -- Juvenile fiction', 'Guilds -- Juvenile fiction'}",louise,F,1919,6364,500,1862,2362,3.724,1.3147983594148207
6769,6769,6769,PG5703_text,The Lord of Death and the Queen of Life,"Flint, Homer Eon",1888.0,1924.0,['en'],25,"{'Mercury (Planet) -- Fiction', 'Venus (Planet) -- Fiction', 'Life on other planets -- Fiction'}",homer,M,1938,5325,307,1006,1313,3.2768729641693812,1.1868896030724874
6770,6770,6770,PG57042_text,The art of taking a wife,"Mantegazza, Paolo",1831.0,1910.0,['en'],12,{'Marriage'},paolo,M,1881,3846,452,527,979,1.165929203539823,0.1535183687091311
6771,6771,6771,PG57045_text,"The Knights of England, France, and Scotland","Herbert, Henry William",1807.0,1858.0,['en'],9,"{'Legends -- Scotland', 'Legends -- France', 'Legends -- England'}",henry,M,1857,12332,1923,3925,5848,2.0410816432657306,0.713479884627729
6772,6772,6772,PG57046_text,The Pool of Stars,"Meigs, Cornelia",1884.0,1973.0,['en'],9,{'Friendship -- Juvenile fiction'},cornelia,F,1934,5756,1200,1273,2473,1.0608333333333333,0.05905476278131481
6773,6773,6773,PG57050_text,Stavrogin's Confession and The Plan of The Life of a Great Sinner: With Introductory and Explanatory Notes,"Dostoyevsky, Fyodor",1821.0,1881.0,['en'],305,"{'Russia -- Social life and customs -- Fiction', 'Dostoyevsky, Fyodor, 1821-1881 -- Translations into English'}",fyodor,M,1871,3695,277,905,1182,3.267148014440433,1.1839174375125876
6774,6774,6774,PG57056_text,Winning His Wings: A Story of the R.A.F.,"Westerman, Percy F. (Percy Francis)",1876.0,1959.0,['en'],12,"{'World War, 1914-1918 -- Aerial operations -- Juvenile fiction'}",percy,M,1926,4521,235,1585,1820,6.74468085106383,1.9087541721672219
6775,6775,6775,PG57060_text,"London Labour and the London Poor, Vol. 3","Mayhew, Henry",1812.0,1887.0,['en'],102,"{'Charities -- England -- London', 'Unemployed -- England -- London', 'London (England) -- Social conditions', 'Working class -- England -- London', 'Prostitution -- England -- London', 'Criminals -- England -- London', 'Poor -- England -- London'}",henry,M,1862,54057,1521,7692,9213,5.057199211045365,1.6208128144493774
6776,6776,6776,PG57061_text,Moonlight Schools for the Emancipation of Adult Illiterates,"Stewart, Cora Wilson",1875.0,1958.0,['en'],19,"{'Education -- Kentucky', 'Literacy -- Kentucky'}",cora,F,1925,2514,136,250,386,1.838235294117647,0.6088060321261943
6777,6777,6777,PG57063_text,"Stories of Symphonic Music: A Guide to the Meaning of Important Symphonies, Overtures, and Tone-poems from Beethoven to the Present Day","Gilman, Lawrence",1878.0,1939.0,['en'],56,"{'Program music', 'Orchestral music -- Analysis, appreciation', 'Music appreciation'}",lawrence,M,1928,5287,531,1583,2114,2.981167608286252,1.0923150386390732
6778,6778,6778,PG57067_text,"Miles Standish, the Puritan Captain","Abbott, John S. C. (John Stevens Cabot)",1805.0,1877.0,['en'],19,"{'Standish, Myles, 1584?-1656'}",john,M,1855,7114,137,1835,1972,13.394160583941606,2.5948188346605456
6779,6779,6779,PG57070_text,"Napoleon: A Sketch of His Life, Character, Struggles, and Achievements","Watson, Thomas E. (Thomas Edward)",1856.0,1922.0,['en'],46,"{'Napoleon I, Emperor of the French, 1769-1821'}",thomas,M,1906,15645,785,8102,8887,10.321019108280256,2.3341825059802277
6780,6780,6780,PG57071_text,The Pursuit of Happiness: A Book of Studies and Strowings,"Brinton, Daniel G. (Daniel Garrison)",1837.0,1899.0,['en'],52,{'Happiness'},daniel,M,1887,5660,119,1022,1141,8.588235294117647,2.15039327765212
6781,6781,6781,PG57074_text,"Rambles in Yucatan; or, Notes of Travel Through the Peninsula: Including a Visit to the Remarkable Ruins of Chi-Chen, Kabah, Zayi, and Uxmal. 2nd ed","Norman, Benjamin Moore",1809.0,1860.0,['en'],23,"{'Mayas -- Antiquities', 'Yucatán (Mexico : State) -- Description and travel', 'Yucatán (Mexico : State) -- Antiquities'}",benjamin,M,1859,5244,53,802,855,15.132075471698114,2.7168166943143928
6782,6782,6782,PG57077_text,The Old and the New Magic,"Evans, Henry Ridgely",1861.0,1949.0,['en'],142,"{'Magic tricks', 'Magicians -- Biography'}",henry,M,1911,7768,266,3390,3656,12.74436090225564,2.5450888915927967
6783,6783,6783,PG57081_text,The Memoirs of Charles H. Cramp,"Buell, Augustus C.",1847.0,1904.0,['en'],10,"{'Cramp, Charles Henry, 1828-1913', 'Naval architects -- United States -- Biography'}",augustus,M,1897,3654,267,781,1048,2.9250936329588013,1.0733264914394363
6784,6784,6784,PG5708_text,"Stray Pearls: Memoirs of Margaret De Ribaumont, Viscountess of Bellaise","Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,['en'],18,{'Fronde -- Fiction'},charlotte,F,1873,18662,2847,4101,6948,1.440463645943098,0.3649650381140217
6785,6785,6785,PG57091_text,Astronomy for Young Australians,"Bonwick, James",1817.0,1906.0,['en'],10,{'Astronomy -- Juvenile literature'},james,M,1867,1589,25,185,210,7.4,2.0014800002101243
6786,6786,6786,PG57094_text,"The Autobiography of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej, G.C.B.","Smith, Harry George Wakelyn, Sir",1788.0,1860.0,['en'],40,"{'Generals -- Great Britain -- Biography', 'Washington (D.C.) -- History -- Capture by the British, 1814', 'Smith, Harry George Wakelyn, Sir, 1788-1860'}",harry,M,1838,23290,824,4781,5605,5.802184466019417,1.7582344787166317
6787,6787,6787,PG57095_text,A Chronicle of Jails,"Figgis, Darrell",1882.0,1925.0,['en'],18,"{'Political prisoners -- Ireland -- Biography', 'County Gaol & House of Correction (Reading, England)', 'Figgis, Darrell, 1882-1925 -- Imprisonment', 'Ireland -- History -- Easter Rising, 1916 -- Personal narratives'}",darrell,M,1932,2673,13,372,385,28.615384615384617,3.35394449681161
6788,6788,6788,PG57096_text,The Battle of Talavera,"Croker, John Wilson",1780.0,1857.0,['en'],7,"{'Talavera, Battle of, Talavera de la Reina, Spain, 1809 -- Poetry'}",john,M,1830,977,58,219,277,3.7758620689655173,1.3286287192700816
6789,6789,6789,PG57097_text,The Icknield Way,"Thomas, Edward",1878.0,1917.0,['en'],132,"{'Icknield Way (England)', 'England -- Description and travel', 'Thomas, Edward, 1878-1917'}",edward,M,1928,5141,307,849,1156,2.765472312703583,1.01721143872415
6790,6790,6790,PG57099_text,Miss Crespigny,"Burnett, Frances Hodgson",1849.0,1924.0,['en'],19,"{'American fiction -- 19th century', 'Romance fiction, American', 'Love stories'}",frances,F,1899,6155,2067,959,3026,0.46395742622157715,-0.7679624847983301
6791,6791,6791,PG570_text,"The Moravians in Georgia, 1735-1740","Fries, Adelaide L. (Adelaide Lisetta)",1871.0,1949.0,['en'],28,{'Moravians -- Georgia'},adelaide,F,1921,4723,83,1483,1566,17.867469879518072,2.882981734341334
6792,6792,6792,PG57100_text,The Clue of the Gold Coin,"Wells, Helen",1910.0,1986.0,['en'],31,"{'Women detectives -- Juvenile fiction', 'Flight attendants -- Juvenile fiction', 'Mystery and detective stories', 'Swindlers and swindling -- Juvenile fiction', 'Tampa (Fla.) -- Description and travel -- Juvenile fiction', 'Barr, Vicki (Fictitious character) -- Juvenile fiction'}",helen,F,1960,4520,901,952,1853,1.0566037735849056,0.05505977718302739
6793,6793,6793,PG57101_text,Mary Louise at Dorfield,"Sampson, Emma Speed",1868.0,1947.0,['en'],16,"{'Friendship -- Juvenile fiction', 'United States -- Social life and customs -- 20th century -- Juvenile fiction', 'Mystery and detective stories', 'Theft -- Juvenile fiction', 'Young women -- Juvenile fiction', 'Weddings -- Juvenile fiction'}",emma,F,1918,5724,1276,709,1985,0.5556426332288401,-0.5876299373726077
6794,6794,6794,PG57102_text,"Songs of the Common Day, and, Ave!: An Ode for the Shelley Centenary","Roberts, Charles G. D., Sir",1860.0,1943.0,['en'],4,"{'Shelley, Percy Bysshe, 1792-1822 -- Poetry', 'Canadian poetry -- 19th century'}",charles,M,1910,831,60,94,154,1.5666666666666667,0.4489502200479032
6795,6795,6795,PG57106_text,The Charm of Scandinavia,"Clark, Francis E. (Francis Edward)",1851.0,1927.0,['en'],19,{'Scandinavia -- Description and travel'},francis,M,1901,7114,322,1456,1778,4.521739130434782,1.508896683212223
6796,6796,6796,PG57113_text,"Red Cloud, the Solitary Sioux: A Story of the Great Prairie","Butler, William Francis, Sir",1838.0,1910.0,['en'],17,"{'Dakota Indians -- Fiction', 'Western stories'}",william,M,1888,8021,34,2171,2205,63.85294117647059,4.15658264526213
6797,6797,6797,PG57119_text,"An Account of the Life and Writings of S. Irenæus, Bishop of Lyons and Martyr: Intended to Illustrate the Doctrine, Discipline, Practices, and History of the Church, and the Tenets and Practices of the Gnostic Heretics During the Second Century","Beaven, James",1801.0,1875.0,['en'],46,"{'Gnosticism', 'Irenaeus, Saint, Bishop of Lyon', 'Theology, Doctrinal -- History -- Early church, ca. 30-600'}",james,M,1851,4952,149,1769,1918,11.87248322147651,2.4742233882143263
6798,6798,6798,PG57120_text,The Economy of Workshop Manipulation: A logical method of learning constructive mechanics. Arranged with questions for the use of apprentice engineers and students.,"Richards, John",1834.0,,['en'],17,{'Machine-shop practice'},john,M,1884,2408,1,243,243,243.0,5.493061443340549
6799,6799,6799,PG57122_text,"Climate and Health in Hot Countries and the Outlines of Tropical Climatology: A Popular Treatise on Personal Hygiene in the Hotter Parts of the World, and on the Climates That Will Be Met Within Them.","Giles, George Michael James",1853.0,1916.0,['en'],13,"{'Hygiene -- Popular works', 'Medical climatology', 'Tropical medicine'}",george,M,1903,3743,34,203,237,5.970588235294118,1.786845454425626
6800,6800,6800,PG57124_text,Chats on English China,"Hayden, Arthur",1868.0,1946.0,['en'],38,"{'Porcelain -- Collectors and collecting', 'Pottery -- Collectors and collecting', 'Porcelain, English', 'Pottery, English -- History'}",arthur,M,1918,1851,25,428,453,17.12,2.840247370713596
6801,6801,6801,PG57125_text,The Bitter Cry of the Children,"Spargo, John",1876.0,1966.0,['en'],75,"{'Child labor', 'Child welfare'}",john,M,1926,4366,310,285,595,0.9193548387096774,-0.08408311721054144
6802,6802,6802,PG57126_text,"The Greek Philosophers, Vol. 1 (of 2)","Benn, Alfred William",1843.0,1915.0,['en'],43,"{'Philosophy, Ancient'}",alfred,M,1893,9845,128,2955,3083,23.0859375,3.139223665920581
6803,6803,6803,PG57133_text,"The Motor Routes of France: To the Châteaux of Touraine, Biarritz, the Pyrenees, the Riviera, & the Rhone Valley","Home, Gordon",1878.0,1969.0,['en'],29,"{'Automobile travel -- France -- Guidebooks', 'France -- Description and travel'}",gordon,M,1928,2540,120,466,586,3.8833333333333333,1.3566938913436
6804,6804,6804,PG57134_text,A Manual of Bird Study: A Description of Twenty-Five Local Birds with Study Options,"Carr, William H. (William Henry)",1902.0,1985.0,['en'],6,{'Birds -- New York Metropolitan Area'},william,M,1952,812,9,200,209,22.22222222222222,3.1010927892118176
6805,6805,6805,PG5713_text,Tales of War,"Dunsany, Lord",1878.0,1957.0,['en'],103,"{'World War, 1914-1918'}",lord,M,1928,2778,50,726,776,14.52,2.67552700939665
6806,6806,6806,PG57142_text,"How Does a Tree Grow? Or, Botany for Young Australians","Bonwick, James",1817.0,1906.0,['en'],12,"{'Plants -- Australia -- Juvenile literature', 'Plant physiology -- Juvenile literature'}",james,M,1867,936,1,75,75,75.0,4.31748811353631
6807,6807,6807,PG57143_text,"History of Greece, Volume 02 (of 12)","Grote, George",1794.0,1871.0,['en'],43,{'Greece -- History'},george,M,1844,8727,119,2163,2282,18.176470588235293,2.9001279328415293
6808,6808,6808,PG57144_text,Ypres to Verdun: A Collection of Photographs of the War areas in France & Flanders,"Kennedy, Alex. B. W. (Alexander Blackie William)",1847.0,1928.0,['en'],19,"{'World War, 1914-1918 -- Campaigns -- Western Front', 'World War, 1914-1918 -- Pictorial works'}",alex,M,1897,1479,31,106,137,3.4193548387096775,1.2294518896269209
6809,6809,6809,PG57147_text,Scott Burton and the Timber Thieves,"Cheyney, Edward G. (Edward Gheen)",1878.0,1950.0,['en'],9,"{'Florida -- Juvenile fiction', 'Lumber trade -- Juvenile fiction', 'Detective and mystery stories', 'United States. Forest Service -- Juvenile fiction', 'Thieves -- Juvenile fiction'}",edward,M,1928,6695,52,2102,2154,40.42307692307692,3.699400832855469
6810,6810,6810,PG57154_text,Girls of the Morning-Glory Camp Fire,"Hornibrook, Isabel",1859.0,1952.0,['en'],12,{'Camp Fire Girls -- Juvenile fiction'},isabel,F,1909,7317,1888,967,2855,0.5121822033898306,-0.6690748512521516
6811,6811,6811,PG57155_text,Beethoven and His Forerunners,"Mason, Daniel Gregory",1873.0,1953.0,['en'],17,"{'Music -- 19th century -- History and criticism', 'Music -- 18th century -- History and criticism', 'Beethoven, Ludwig van, 1770-1827'}",daniel,M,1923,4151,50,1501,1551,30.02,3.401863826205316
6812,6812,6812,PG57156_text,The Scarecrow; or The Glass of Truth: A Tragedy of the Ludicrous,"MacKaye, Percy",1875.0,1956.0,['en'],31,"{'Devil -- Drama', 'Scarecrows -- Drama', 'Massachusetts -- History -- Colonial period, ca. 1600-1775 -- Drama', 'Witches -- Drama', 'American drama'}",percy,M,1925,2961,235,504,739,2.1446808510638298,0.7629907539272097
